Doc_id,Question,Answer
15.txt_chunk1,Trường Đại học Quốc Gia Hà Nội thuộc trường đứng đầu các cơ sở giáo dục đại học Việt Nam theo bảng xếp hạng quốc tế UniRank?,Có
15.txt_chunk1,"Năm 2020, trường tuyển sinh thêm rất nhiều ngành nghề để đáp ứng nhu cầu lao động của thị trường trong và ngoài nước?",Có
15.txt_chunk1,Địa chỉ của Trường Đại học Quốc gia Hà Nội là ở đâu?,"144 đường Xuân Thủy, Quận Cầu Giấy, Hà Nội"
15.txt_chunk2,Đại học Quốc Gia Hà Nội có mã trường là gì?,QHY
15.txt_chunk2,Địa chỉ của Khoa Quốc tế (ĐHQG Hà Nội) là gì?,"Nhà G7, 144 Xuân Thủy, Cầu Giấy, Hà Nội"
15.txt_chunk2,Thời gian xét tuyển đợt 1 của Trường Đại học Quốc Gia Hà Nội là gì?,Đối với thí sinh đăng ký xét tuyển thẳng thực hiện theo Hướng dẫn của Bộ GD&ĐT và hướng dẫn tuyển sinh Đại học Chính quy
15.txt_chunk3,Trường Đại học Quốc Gia Hà Nội tuyển sinh trong phạm vi cả nước và quốc tế hay không?,Có
15.txt_chunk3,Phương thức xét tuyển của trường Đại học Quốc Gia Hà Nội bao gồm các phương thức nào?,"Xét tuyển thẳng, ưu tiên xét tuyển theo Quy chế tuyển sinh của Bộ Giáo Dục và Đào tạo cũng như Quy định đặc thù của trường và xét tuyển theo kết quả thi Trung học Phổ thông năm 2020 và các phương thức khác"
15.txt_chunk4,Thí sinh có thể đăng ký xét tuyển tối đa bao nhiêu nguyện vọng vào trường/khoa trực thuộc?,02
15.txt_chunk4,Thí sinh phải sắp xếp nguyện vọng theo thứ tự ưu tiên từ cao xuống thấp trong đó nguyện vọng 1 là nguyện vọng cao nhất.,Có
15.txt_chunk4,Thí sinh chỉ chấp nhận trúng tuyển vào một nguyện vọng ưu tiên cao nhất trong danh sách các nguyện vọng đã đăng ký.,Có
15.txt_chunk5,Trường Đại học Quốc Gia Hà Nội tổ chức xét tuyển thẳng và ưu tiên xét tuyển trước ngày nào?,01/8/2020
15.txt_chunk5,"Thời gian tổ chức xét tuyển thẳng, ưu tiên xét tuyển của Trường Đại học Quốc Gia Hà Nội là bao lâu?",Trước ngày 20/8/2020
15.txt_chunk5,Trường Đại học Quốc Gia Hà Nội phải báo cáo kết quả xét tuyển cho Ban Chỉ đạo tuyển sinh trước khi nào?,20/8/2020
15.txt_chunk6,Trạng thái của trang web TuyenSinh.com.vn là gì?,"Trang web này có thể là một trang thông tin, một trang giáo dục hoặc một trang thương mại"
15.txt_chunk6,Địa chỉ của trang web TuyenSinh.com.vn là gì?,Trang web này có thể được lưu trữ tại Việt Nam
15.txt_chunk6,Các lĩnh vực mà trang web TuyenSinh.com.vn cung cấp thông tin bao gồm những gì?,"Các lĩnh vực như Đại Học, Cao đẳng,"
34.txt_chunk1,ĐHQGHN được thành lập năm nào?,"Không rõ ràng, nhưng có thể liên quan đến thông tin về ""Website kỷ niệm 100 năm ĐHQGHN"""
34.txt_chunk1,ĐHQGHN có bao nhiêu trường đại học thành viên?,"Không rõ ràng, nhưng có thể liên quan đến thông tin về ""Các trường đại học thành viên"""
34.txt_chunk1,ĐHQGHN có bao nhiêu đơn vị nghiên cứu khoa học?,"Không rõ ràng, nhưng có thể liên quan đến thông tin về"
34.txt_chunk2,Đại học Quốc gia Hà Nội (ĐHQGHN) được thành lập ở khu đô thị nào?,"Khu đô thị Hoà Lạc, Thạch Thất, Hà Nội"
34.txt_chunk2,Đại học Quốc gia Hà Nội (ĐHQGHN) có giấy phép số gì của Sở Thông tin và Truyền thông Hà Nội?,993/GP-TTĐT
34.txt_chunk2,Đại học Quốc gia Hà Nội (ĐHQGHN) được thành lập vào thời điểm nào?,Không có thông
30.txt_chunk1,"Trường Đại học Khoa học Xã hội và Nhân văn, ĐHQGHN (VNU-USSH) thông báo kế hoạch tuyển sinh đại học hệ chính quy các chương trình đào tạo (CTĐT) ngành thứ hai năm 2024 (đợt 2) vào ngày nào?",08/11/2024
30.txt_chunk2,Kỳ thi Olympic VNU năm 2024-2025 sẽ diễn ra vào ngày nào?,27/10/2024
30.txt_chunk2,"Trường Đại học Khoa học Xã hội và Nhân văn, Đại học Quốc gia Hà Nội đã đào tạo chương trình Tiến sĩ chuyên ngành Tiếng Việt và Nghiên cứu Việt Nam từ kỳ tuyển sinh đợt 2 năm bao nhiêu?",2024
30.txt_chunk3,Khi nào Bộ Giáo dục và Đào tạo công bố kết quả tốt nghiệp THPT năm 2024?,Ngày 17/7/2024
30.txt_chunk3,Đợt đăng ký xét tuyển Đại học năm 2024 kết thúc vào ngày nào?,30/7/2024
30.txt_chunk3,"Trường Đại học Khoa học Xã hội và Nhân văn, ĐHQGHN tổ chức Ngày hội ""Lựa chọn nguyện vọng xét tuyển đại học, cao đẳng năm 2024"" vào ngày nào?",Không
30.txt_chunk4,Trường Đại học Khoa học Xã hội và Nhân văn (USSH) được thành lập ở đâu?,Hà Nội
30.txt_chunk4,USSH được thành lập vào năm nào?,Không rõ trong tài liệu
30.txt_chunk4,Địa chỉ của USSH là gì?,"336 Nguyễn Trãi, Thanh Xuân Trung, Thanh Xuân, Hà Nội"
30.txt_chunk4,USSH có bao nhiêu phòng đơn vị hành chính?,Không rõ trong tài liệu
30.txt_chunk4,USSH có bao nhiêu đơn vị đào tạo?,Không
30.txt_chunk5,Sự kiện Job fair Hợp tác - Phát triển Dự án quốc tế diễn ra ở đâu?,Có thể liên quan đến nhiều địa điểm khác nhau
30.txt_chunk5,Thời gian chờ đợi để duy trì trạng thái đăng nhập là bao lâu?,60 giây
30.txt_chunk5,Giáo sư thỉnh giảng tham gia sự kiện này từ quốc gia nào?,Không có thông tin cụ thể
63.txt_chunk1,Đại học Vietnam Japan University (VJU) là trường đại học nào?,VJU là trường đại học được thành lập tại Việt Nam
63.txt_chunk1,VJU có các chương trình đào tạo nào?,"VJU có các chương trình đào tạo Đại học, Thạc sĩ, Tiến sĩ"
63.txt_chunk1,VJU có cơ sở vật chất gì?,VJU có cơ sở vật chất
63.txt_chunk2,Trường Đại học Việt Nhật có cơ sở tại thành phố nào?,Hà Nội
63.txt_chunk2,Đại học Việt Nhật có hai cơ sở tại Hà Nội và?,Hòa Lạc
63.txt_chunk2,Chương trình đào tạo của Đại học Việt Nhật bao gồm nhiều lĩnh vực như?,"Công nghệ thông tin, kỹ thuật xây dựng, nông nghiệp thông minh, công nghệ thực phẩm, quản trị kinh doanh, và nhiều lĩnh vực khác"
63.txt_chunk3,Đại học VJU (Viện Nghiên cứu và Đào tạo) được thành lập tại khu vực nào?,"VNU-LIC, VJU"
63.txt_chunk3,Đại học VJU có khuôn viên và cơ sở vật chất tại khu vực nào?,Khuôn viên và cơ sở vật chất của VJU
63.txt_chunk3,Đại học VJU có thể hợp tác với các đối tác đại học tại khu vực nào?,Quốc tế
2.txt_chunk1,Đại học Quốc gia Hà Nội (ĐHQGHN) được thành lập vào năm nào?,"(Không rõ trong tài liệu, nhưng có thể tìm kiếm thông tin này từ các nguồn khác)"
2.txt_chunk1,Vị trí tuyển dụng của ĐHQGHN có bao nhiêu vị trí?,"(Không rõ trong tài liệu, nhưng có thể tìm kiếm thông tin này từ các nguồn khác)"
2.txt_chunk1,ĐHQGHN có bao nhiêu trường đại học thành viên?,"(Không rõ trong tài liệu, nhưng có thể tìm"
2.txt_chunk2,Trường đại học Đông Dương được thành lập vào năm nào?,1906
2.txt_chunk2,Trường đại học Quốc gia Việt Nam được thành lập trên cơ sở kế thừa Trường đại học Đông Dương vào năm nào?,1945
2.txt_chunk2,Trường đại học Tổng hợp Hà Nội được thành lập vào năm nào?,1956
2.txt_chunk2,Trường đại học Sư phạm Ngoại ngữ Hà Nội được thành lập vào năm nào?,1967
2.txt_chunk3,Trường ĐH Đông Dương được thành lập vào năm nào?,1906
2.txt_chunk3,Trường ĐHQG Việt Nam được thành lập vào ngày nào?,15/11/1945
2.txt_chunk3,Trường Khoa học Cơ bản được thành lập tại đâu?,Chiến khu Việt Bắc
2.txt_chunk3,Trường ĐHTH Hà Nội được thành lập trên cơ sở các trường tiền thân nào?,"Trường ĐH Đông Dương, Trường ĐHQG Việt Nam và Trường Khoa học Cơ"
2.txt_chunk4,ĐHQGHN có bao nhiêu trường đại học trực thuộc?,6
2.txt_chunk4,ĐHQGHN có bao nhiêu khoa trực thuộc?,5
2.txt_chunk4,ĐHQGHN có bao nhiêu viện nghiên cứu?,4
2.txt_chunk4,ĐHQGHN có bao nhiêu trung tâm đào tạo và nghiên cứu?,10
2.txt_chunk4,ĐHQGHN có bao nhiêu đơn vị phục vụ đào tạo?,10
12.txt_chunk1,Trường Quốc tế - ĐHQGHN có bao nhiêu khoa trực thuộc?,6 khoa trực thuộc
12.txt_chunk1,Khoa nào tại Trường Quốc tế - ĐHQGHN chuyên về kinh doanh quốc tế?,Khoa Kinh tế và Quản lý
12.txt_chunk1,Trường Quốc tế - ĐHQGHN có chương trình đào tạo dự bị và bằng kép tiếng Anh không?,Có
12.txt_chunk2,Trường Quốc tế hiện đang đào tạo bao nhiêu chương trình cử nhân liên kết với các trường đại học đối tác nước ngoài uy tín?,3
12.txt_chunk2,Thời gian thiết kế của khóa học từ bao lâu đến bao lâu?,"3,5 đến 4 năm"
12.txt_chunk2,Ngôn ngữ giảng dạy của chương trình là ngôn ngữ nào?,tiếng Anh
12.txt_chunk2,Địa chỉ của Trường Quốc tế là ở đâu?,Tại Hà Nội
0.txt_chunk1,Đại học Quốc gia Hà Nội (ĐHQGHN) chuyển trụ sở làm việc từ đâu đến Hòa Lạc?,Cầu Giấy
0.txt_chunk1,Ngày 19/5/2025 đánh dấu tròn bao nhiêu năm ĐHQGHN chính thức chuyển trụ sở làm việc từ Cầu Giấy tới Hòa Lạc?,3
0.txt_chunk2,Khi nào ĐHQGHN tổ chức tọa đàm “Định hướng chiến lược nghiên cứu khoa học và đào tạo nhân lực ngành công nghiệp bán dẫn”?,Trong hai ngày 18 & 19/5/2025
0.txt_chunk2,Tại sao ĐHQGHN di dời các trường đại học ra khỏi nội đô?,"Để mở ra một không gian phát triển mới, tạo những đột phá trong đào tạo, nghiên cứu khoa học, chuyển giao công nghệ  Q"
0.txt_chunk3,Trường Đại học Khoa học Tự nhiên Trường Đại học Khoa học Xã hội & Nhân văn Trường Đại học Ngoại ngữ Trường Đại học Công nghệ Trường Đại học Kinh tế Trường Đại học Giáo dục Trường Đại học Việt Nhật Trường Đại học Y Dược Trường Đại học Luật có bao nhiêu đơn vị thành viên?,Có 10 đơn vị thành viên
9.txt_chunk1,Trường Đại học Giáo dục được thành lập trong thời gian nào?,20 năm truyền thống và 10 năm thành lập
9.txt_chunk1,Địa điểm chính của Trường Đại học Giáo dục là ở đâu?,Đại học Quốc gia Hà Nội
9.txt_chunk1,"Khoa nào tại Trường Đại học Giáo dục có tên là ""Khoa Sư phạm""?",Có
9.txt_chunk1,Trường Đại học Giáo dục có bao nhiêu đơn vị đào tạo?,Có 7 đơn vị đào tạo  Q
9.txt_chunk2,Đại học Quốc gia Hà Nội ban hành quy chế đào tạo đại học vào ngày nào?,21/10/2022
9.txt_chunk2,Thành phố Hà Nội thuộc khu vực nào?,Châu Á
9.txt_chunk2,Đại học Carnegie Mellon được thành lập năm nào?,1900
9.txt_chunk2,Thời gian đào tạo của chương trình đại học tại Đại học Quốc gia Hà Nội là bao lâu?,4 năm
9.txt_chunk3,Đại học Quốc gia Hà Nội có Quyết định số 3079/QĐ-ĐHQGHN được ban hành vào ngày nào?,26/12/2010
9.txt_chunk3,Quyết định số 1555/QĐ-ĐHQGHN được ban hành vào ngày nào?,25/5/2011
9.txt_chunk3,Thông báo tổ chức đánh giá luận án tiến sĩ của nghiên cứu sinh Lê Phương Thúy được công bố vào thời điểm nào?,Không rõ ràng trong tài liệu  Q
9.txt_chunk4,Trường đại học giáo dục có địa chỉ ở đâu?,"Nhà G7, số 144 Xuân Thủy"
9.txt_chunk4,Điện thoại của Trường đại học giáo dục là số nào?,(024) 7301 7123
9.txt_chunk4,Email của Trường đại học giáo dục là gì?,education@vnu.edu.vn
9.txt_chunk4,Trường đại học giáo dục có liên kết với trường đại học nào khác?,Đại học Quốc gia Hà Nội (VNU)
50.txt_chunk1,"Trường Đại học Khoa học Xã hội và Nhân văn, ĐHQGHN tổ chức Lễ trao Quyết định Ban hành và giao nhiệm vụ Đào tạo Chương trình trình độ Tiến sĩ ngành Việt Nam học vào ngày nào?",26/10/2024
50.txt_chunk1,"Trường Đại học Khoa học Xã hội và Nhân văn, Đại học Quốc gia Hà Nội đào tạo tiến sĩ theo quy chế được ban hành vào ngày nào?",21/10/2022
50.txt_chunk2,Trường Đại học Khoa học Xã hội và Nhân văn (USSH) được thành lập tại địa điểm nào?,"336 Nguyễn Trãi, Thanh Xuân Trung, Thanh Xuân, Hà Nội"
50.txt_chunk2,"Năm nào, Trường Đại học Khoa học Xã hội và Nhân văn (USSH) được thành lập?",Không rõ ràng trong tài liệu
50.txt_chunk2,NCS Mai Thu Quỳnh đã bảo vệ luận án tiến sĩ về chủ đề gì?,Quan hệ Đối tác chiến lược Hàn Quốc – Trung Quốc
64.txt_chunk1,Năm tuyển sinh được đề cập trong thông báo tuyển sinh là năm nào?,2018
64.txt_chunk2,Trường Đại học Việt Nhật có trụ sở chính tại đâu?,Hà Nội
64.txt_chunk2,Số điện thoại của Trường Đại học Việt Nhật là bao nhiêu?,(+84) 966 954 736 (+84) 969 638 426
64.txt_chunk2,Địa chỉ của Trường Đại học Việt Nhật tại Hà Nội là gì?,"đường Lưu Hữu Phước, Cầu Diễn, Nam Từ Liêm, Hà Nội"
64.txt_chunk3,Đại học VJU (VJU) được thành lập tại khu vực nào?,Khuôn viên và cơ sở vật chất của VJU
64.txt_chunk3,Khi nào có thông báo về chương trình tuyển sinh tại VJU?,Cập nhật tuyển sinh
64.txt_chunk3,VJU có hợp tác với các đối tác đại học nào?,Đối tác đại học
64.txt_chunk3,Đại học VJU có cơ sở vật chất gì?,Khuôn viên và cơ
45.txt_chunk1,"Trường Đại học Khoa học Xã hội và Nhân văn, ĐHQGHN tổ chức Lễ trao Quyết định Ban hành và giao nhiệm vụ Đào tạo Chương trình trình độ Tiến sĩ ngành Việt Nam học vào ngày nào?",26/10/2024
45.txt_chunk1,"Trường Đại học Khoa học Xã hội và Nhân văn, ĐHQGHN tổ chức Kỳ thi Olympic bậc THPT của ĐHQGHN năm 2024 vào ngày nào?",27/10/2024
45.txt_chunk2,Kỳ thi Olympic VNU năm 2024-2025 diễn ra vào ngày nào?,27/10/2024
45.txt_chunk2,Vị trí Quán quân của Vòng Chung kết “Đại sứ Văn hóa Du lịch sinh viên năm 2024” là ai?,Vi Thị Thuỳ Trang
45.txt_chunk2,Chương trình Tiến sĩ chuyên ngành Tiếng Việt và Nghiên cứu Việt Nam bắt đầu tuyển sinh tại trường nào?,Trường Đại học Khoa học Xã hội và
45.txt_chunk3,"Trường Đại học Khoa học Xã hội và Nhân văn (KHXH&NV) - Đại học Quốc gia Hà Nội có tổ chức ngày hội ""Lựa chọn nguyện vọng xét tuyển đại học, cao đẳng năm 2024"" không?",Có
45.txt_chunk3,"Ngày hội ""Lựa chọn nguyện vọng xét tuyển đại học, cao đẳng năm 2024” được tổ chức vào ngày nào?",Ngày 20/7 tới đây
45.txt_chunk4,Trường Đại học Khoa học Xã hội và Nhân văn được thành lập tại địa điểm nào?,"336 Nguyễn Trãi, Thanh Xuân Trung, Thanh Xuân, Hà Nội"
45.txt_chunk4,Trường Đại học Khoa học Xã hội và Nhân văn có tên miền là ussh.edu.vn,Có
45.txt_chunk4,Trường Đại học Khoa học Xã hội và Nhân văn được thành lập vào thời điểm nào?,"Không rõ ràng trong tài liệu, nhưng có thể liên quan đến lịch sử phát triển của trường"
45.txt_chunk5,Sự kiện Job fair được tổ chức tại đâu?,"Không rõ, vì tài liệu không cung cấp thông tin cụ thể về địa điểm"
45.txt_chunk5,Giáo sư thỉnh giảng có thể tham gia dự án quốc tế từ khi nào?,"Không rõ, vì tài liệu không cung cấp thông tin cụ thể về thời gian"
45.txt_chunk5,Dự án quốc tế có thể được phát triển tại các thành phố nào?,"Không rõ, vì tài liệu không cung cấp thông tin cụ thể về địa điểm."
29.txt_chunk1,Trường ĐHKHTN được thành lập dựa trên sự tiếp nối và kế thừa từ trường nào?,Trường ĐHTH Hà Nội - Trường đại học đầu tiên và lớn nhất của đất nước
29.txt_chunk1,Địa chỉ của Trường ĐHKHTN là ở đâu?,"334 Nguyễn Trãi, Thanh Xuân, Hà Nội"
29.txt_chunk1,Số điện thoại của Trường ĐHKHTN là bao nhiêu?,(84) 0243-8584615 / 858141
60.txt_chunk1,Trường Đại học Việt Nhật nằm ở đâu?,Đại học Quốc gia Hà Nội
60.txt_chunk1,Phương thức tuyển sinh của Trường Đại học Việt Nhật bao gồm những gì?,"Thông báo tuyển sinh, Ngưỡng điểm trúng tuyển, Đề án tuyển sinh, Danh mục ngành, Điều kiện đảm bảo chất lượng, Quy chế tuyển sinh của ĐHQGHN, Hướng dẫn đăng ký, Hạn nộp hồ sơ, Quy trình tuyển sinh, Hồ sơ dự tuyển, Lệ phí và thanh toán, Học phí,"
60.txt_chunk2,Trường Đại học Việt Nhật (VNU-VJU) được thành lập theo Quyết định nào?,Quyết định 1186/QĐ-TTg
60.txt_chunk2,Trường Đại học Việt Nhật được thành lập dựa trên ý tưởng chung của nhiều đời lãnh đạo cấp cao của hai nước nào?,Việt Nam và Nhật Bản
60.txt_chunk2,"Trường Đại học Việt Nhật được định hướng phát triển theo mô hình đại học nghiên cứu, tập trung vào hai lĩnh vực mũi nhọn nào?",Công nghệ kỹ thuật tiên
60.txt_chunk3,Trường Đại học Việt Nhật có cơ sở tại Hà Nội và ở đâu khác?,"Khu đô thị Đại học Quốc gia, Hoà Lạc, Thạch Thất, Hà Nội"
60.txt_chunk3,Số điện thoại của Trường Đại học Việt Nhật là?,(+84) 966 954 736 (+84) 969 638 426
60.txt_chunk3,Email liên hệ của Trường Đại học Việt Nhật là?,"admission@vju.ac.vn, info@vju.ac.vn"
13.txt_chunk1,Đại học Quốc gia Hà Nội (ĐHQGHN) được thành lập vào năm nào?,"Tài liệu không cung cấp thông tin về năm thành lập của ĐHQGHN, nhưng nó được biết đến là một trong những trường đại học lâu đời và uy tín tại Việt Nam"
13.txt_chunk1,ĐHQGHN có bao nhiêu trường đại học thành viên?,"Tài liệu không cung cấp thông tin về số lượng trường đại học thành viên của ĐHQGHN, nhưng nó có nhiều trường đại học trực thuộc và các"
13.txt_chunk2,Ngày nào Giám đốc ĐHQGHN đã ra Quyết định số 1366/QĐ-ĐHQGHN về việc ban hành Quy định về mở mới và điều chỉnh chương trình đào tạo ở Đại học Quốc gia Hà Nội?,25/04/2012
13.txt_chunk2,Địa điểm nào là nơi đặt trụ sở của Đại học Quốc gia Hà Nội?,"Khu đô thị ĐHQGHN tại Hoà Lạc, Thạch Thất, Hà Nội"
10.txt_chunk1,"Quy chế đào tạo tiến sĩ ở ĐHQGHN năm 2022 có cơ chế mở cho người học và nâng cao chất lượng đầu ra, yêu cầu công bố quốc tế với nghiên cứu sinh không?",Có
10.txt_chunk1,Trường Quản trị Và Kinh Doanh ở ĐHQGHN có tên là Trường nào?,Trường Quản trị Và Kinh Doanh
10.txt_chunk1,"Năm 2024, Đại học chính quy của ĐHQGHN có thông tin tuyển sinh chưa?",Có
10.txt_chunk2,Đại học Quốc gia Hà Nội có Quy chế đào tạo Tiến sĩ mới được ban hành vào ngày nào?,21/10/2022
10.txt_chunk2,Quy chế đào tạo Tiến sĩ mới của ĐHQGHN có bao nhiêu chương và điều?,"10 chương, 46 điều"
10.txt_chunk3,Thời gian đào tạo chuẩn đối với người có bằng thạc sĩ là bao lâu?,03 năm
10.txt_chunk3,Tổng số tín chỉ trong chương trình đào tạo gồm tối thiểu bao nhiêu?,90 (đối với nghiên cứu sinh đã có bằng thạc sĩ)
10.txt_chunk3,Số tín chỉ tối đa trong học phần trong chương trình đào tạo tiến sĩ?,16
10.txt_chunk4,Thời gian tối đa để nghiên cứu sinh trình lại hồ sơ đề nghị tổ chức seminar đánh giá tổng thể luận án sau khi luận án không đạt quy trình phản biện độc lập lần thứ nhất là bao lâu?,06 tháng
10.txt_chunk4,Số thành viên thuộc đơn vị đào tạo không quá bao nhiêu trong Hội đồng đánh giá luận án tiến sĩ?,03 người
10.txt_chunk5,Quy chế đào tạo Tiến sĩ của ĐHQGHN có hiệu lực kể từ ngày ký nào?,Ngày ký không được nêu rõ trong tài liệu
10.txt_chunk5,Quy chế đào tạo Tiến sĩ của ĐHQGHN áp dụng cho các khóa tuyển sinh từ năm nào trở đi?,Năm
10.txt_chunk5,Số lượng nghiên cứu sinh được hướng dẫn độc lập bởi giáo sư là bao nhiêu?,07 nghiên cứu sinh
10.txt_chunk6,Đại học ĐHQGHN có vai trò như máy cái trong đào tạo nghiên cứu sinh ở đâu?,Cả nước
10.txt_chunk6,Quy chế mới của ĐHQGHN có đặc điểm gì?,Cởi mở và thông thoáng hơn
10.txt_chunk6,Số lượng công bố quốc tế có liên quan đến đào tạo nghiên cứu sinh tại ĐHQGHN là bao nhiêu?,Hơn 90%
53.txt_chunk1,Trường Đại học Khoa học Tự nhiên có bao nhiêu đối tác?,Trên 350 đối tác
53.txt_chunk1,Nhà trường có bao nhiêu đối tác là doanh nghiệp và tập đoàn trong nước?,Nhiều
53.txt_chunk1,Số lượng sinh viên được hỗ trợ thực tập thực tế tại doanh nghiệp mỗi năm là bao nhiêu?,Hàng ngàn sinh viên
53.txt_chunk2,Trường Đại học Khoa học Tự nhiên (ĐHKTN) được thành lập dựa trên truyền thống của Trường ĐHTH Hà Nội - Trường đại học đầu tiên và lớn nhất của đất nước.,Hơn 55 năm
48.txt_chunk1,Đại học Vietnam Japan University (VJU) có trụ sở chính ở đâu?,"Luu Huu Phuoc Road, My Dinh 1 Residential Area, Cau Dien Ward, Nam Tu Liem District, Hanoi, Vietnam"
48.txt_chunk1,Số điện thoại HOTLINE (Admission) của VJU là gì?,(+84) 966 954 736 (+84) 969 638 426
48.txt_chunk2,Đại học Việt Nhật (VJU) được thành lập tại đâu?,Việt Nhật
48.txt_chunk2,VJU có hợp tác với các đối tác nào?,"Các doanh nghiệp, tổ chức, chính phủ"
48.txt_chunk2,VJU cung cấp các chương trình đào tạo bao gồm?,"Chương trình đào tạo, chương trình ngắn hạn, chương trình giáo dục ngôn ngữ, chương trình mùa hè"
16.txt_chunk1,ĐHQGHN đã có bao nhiêu năm truyền thống?,117
16.txt_chunk1,"Năm nào, tròn 30 năm Ngày Chính phủ ban hành Nghị định về ĐHQGHN?",2023
16.txt_chunk1,ĐHQGHN đã được xếp hạng thế giới ở vị trí nào trong kỳ xếp hạng QS World University Rankings: Sustainability 2025?,325
16.txt_chunk2,Kỳ xếp hạng QS World University Rankings: Sustainability 2024 được công bố vào thời điểm nào?,Ngày 22/01/2025
16.txt_chunk2,Tổ chức xếp hạng Times Higher Education công bố kết quả xếp hạng theo lĩnh vực – World University Ranking by Subjects 2025 vào thời điểm nào?,Ngày 23/01/2025
16.txt_chunk3,"Năm 2025, ĐHQGHN tuyển sinh bao nhiêu chỉ tiêu đại học chính quy?",Hơn 20.000
16.txt_chunk3,Cuộc thi “Khởi nghiệp Sáng tạo Công nghệ - R&D to Startup” diễn ra trong năm nào?,Năm 2024
16.txt_chunk3,ĐHQGHN có bao nhiêu lĩnh vực được xếp hạng trong nhóm từ 400 đến 500 thế giới theo QS by subject 2025?,"Không rõ ràng trong tài liệu, nhưng có thể"
33.txt_chunk1,Đại học Quốc gia Hà Nội được thành lập vào khoảng thời gian nào?,"Không rõ ràng trong tài liệu, nhưng Đại học Quốc gia Hà Nội được thành lập vào năm"
33.txt_chunk1,Đại học Quốc gia Hà Nội có bao nhiêu trường đại học thành viên?,"Không rõ ràng trong tài liệu, nhưng Đại học Quốc gia Hà Nội có nhiều trường đại học thành viên"
33.txt_chunk1,Địa chỉ của Đại học Quốc gia Hà Nội là ở đâu?,Không rõ ràng trong
33.txt_chunk2,Đại học Quốc gia Hà Nội có trụ sở chính tại khu đô thị nào?,"Khu đô thị Hoà Lạc, Thạch Thất, Hà Nội"
33.txt_chunk2,Đại học Quốc gia Hà Nội được thành lập vào thời điểm nào?,Không có thông tin về thời điểm thành lập
33.txt_chunk2,Đại học Quốc gia Hà Nội có giấy phép số gì từ Sở Thông tin và Truyền thông Hà Nội?,993/GP-TTĐT
11.txt_chunk1,Đại học Quốc gia Hà Nội có bao nhiêu trường đại học thành viên?,Có 20 trường đại học thành viên
11.txt_chunk1,Trường Đại học Khoa học Tự nhiên có bao nhiêu chương trình đào tạo bậc đại học?,Có 20 chương trình đào tạo bậc đại học
11.txt_chunk1,Đại học Quốc gia Hà Nội có bao nhiêu đơn vị đào tạo bậc đại học?,Có 36 đơn vị đào tạo bậc đại học
11.txt_chunk2,Trường Đại học Kinh tế có bao nhiêu chương trình đào tạo đại học?,07
11.txt_chunk2,Khoa Quốc tế có bao nhiêu chương trình đào tạo đại học?,03
11.txt_chunk2,Trường Đại học Ngoại ngữ có bao nhiêu chương trình đào tạo đại học?,05
11.txt_chunk2,Tổng số chương trình đào tạo đại học của Trường Đại học Công nghệ là bao nhiêu?,04
3.txt_chunk1,Đại học Quốc gia Hà Nội được thành lập vào năm nào?,1993
3.txt_chunk1,Đại học Quốc gia Hà Nội có bao nhiêu giảng viên?,"2,220 (năm 2022)"
3.txt_chunk1,Đại học Quốc gia Hà Nội có bao nhiêu sinh viên đại học?,"45,224 (năm chưa rõ)"
3.txt_chunk1,Đại học Quốc gia Hà Nội có bao nhiêu cơ sở đào tạo?,Có trụ sở chính và cơ sở Hòa Lạc
3.txt_chunk2,Đại học Quốc gia Hà Nội được thành lập vào thời điểm nào?,Năm 1993
3.txt_chunk2,Trường Đại học Tổng hợp Hà Nội được thành lập theo Quyết định số nào vào năm 1956?,Quyết định số 2183/TC
3.txt_chunk2,Địa điểm cũ của Viện Đại học Đông Dương được sử dụng cho Trường Đại học Tổng hợp Hà Nội từ năm nào?,1956
3.txt_chunk2,Thành phố Hà Nội được đặt tên theo ai?,"(Không rõ, vì"
3.txt_chunk3,Đại học Quốc gia Hà Nội được thành lập trên cơ sở Khoa nào?,Khoa Kinh tế
3.txt_chunk3,Trường Đại học Giáo dục được thành lập trên cơ sở Khoa nào?,Khoa Sư phạm
3.txt_chunk3,Trường Đại học Việt - Nhật được thành lập dựa trên ý tưởng của lãnh đạo cấp cao hai nước nào?,Việt Nam và Nhật Bản
3.txt_chunk3,Trường Đại học Y Dược được thành lập trên cơ sở Khoa nào?,Khoa Y Dược
3.txt_chunk4,Đại học Quốc gia Hà Nội có bao nhiêu giảng viên và nhân viên?,Khoảng 4.393
3.txt_chunk4,Đại học Quốc gia Hà Nội có bao nhiêu giáo sư?,62
3.txt_chunk4,Đại học Quốc gia Hà Nội có bao nhiêu chương trình đào tạo đại học?,140
3.txt_chunk4,Đại học Quốc gia Hà Nội có bao nhiêu cơ sở tại Hà Nội?,7
3.txt_chunk5,Đại học Quốc gia Hà Nội được chuyển trụ sở làm việc từ địa chỉ nào vào ngày 19 tháng 5 năm 2022?,"144 Xuân Thủy, quận Cầu Giấy, Hà Nội"
3.txt_chunk5,Diện tích đất để quy hoạch xây dựng Đại học Quốc gia Hà Nội là bao nhiêu?,1000 ha
3.txt_chunk5,Số vốn dành cho dự án xây dựng Đại học Quốc gia Hà Nội tại Hòa Lạc vào khoảng bao nhiêu?,2.5 tỉ USD
3.txt_chunk6,Đại học Quốc gia Hà Nội được thành lập vào năm nào?,1993
